Participant ID,Topic ID,Date,Comments
P8,Q1,12/04/2018 11:35,That's actually helping him I think.
P9,Q1,12/04/2018 11:35,I mean it's going to be the problem and it's going to open the rest of the life. Especially in terms of murder. 
P8,Q1,12/04/2018 11:36,This justice a lot of cases and not a lot of cases but it has happened in the past. But that doesn't exactly that and then it turns out that the person was innocent.
P9,Q1,12/04/2018 11:36,Oh yes. It's.
P8,Q1,12/04/2018 11:36,Such a permanent thing that. There's no going back.
P9,Q1,12/04/2018 11:36,Yeah this is a good point. So to avoid this we of to have. So we have to be sure about the system. Just. To. Execute this. Plan. I think that it's. Very hard to
P8,Q1,12/04/2018 11:37,Place this level of trust in any kind of system.
P9,Q1,12/04/2018 11:37,You're Right.
P10,Q1,12/04/2018 11:37,I suppose like. Maybe. Let's say so the person who has done a crime which is not that kind as the death penalty in some country let's say let's say Saudi Arabia has been a country that gives. That penalties and Public Prosecutions and all of these things. But just like for that suppose the person is actually from UK and the UK government thinks that he's not been that kind of a crime and you not supposed to give that citizen. Of our country a kind of death penalty so it's again a huge issue. You know governments come into the picture and. Lot. When. There was. A. Recent news. I mean not the death penalty but. I think this is UK citizen she was an Iranian who got that UK citizenship. She was she was in Iran and there were some issues in the government. The UK government is ready to. Pay millions of pounds to get it back. But. Again. It's kind of complicated pretty are completely. How much star would you give. You know one star that you strongly disagree and five stars strongly agree. With three
P10,Q1,12/04/2018 11:38,Agree and disagree.
P9,Q1,12/04/2018 11:38,OK. i will go with yes wit some crimes. Like. The murder I totally agree.
P8,Q1,12/04/2018 11:38,"No. The death version, where the criminal wants it."
