Participant ID,Topic ID,Date,Comments
P12,Q5,12/04/2018 12:09,With these jobs. It's like. Getting lost because normally when you walk. Anywhere or. Go anywhere. Meet any person normally find people around you like using their phone and they know it's like. Because of their in talking to people around them. You know. So nothing at all just like being there. But not there is no connection at all. Using phone or not. Nothing. Just contacting their virtual friends.
P11,Q5,12/04/2018 12:10,We have to deal with it.
P14,Q5,12/04/2018 12:10,The generation. I mean when I sit with my nephews and nieces they are. Just. Playing with their phones and. I start talking with them what's going on with you guys. Talking to you. an they say we are in the middle of phone conversation then I say Yeah that's ok. I will play with my phone too
P13,Q5,12/04/2018 12:10,It's. Great problem that you are facing deal with culture. Information Age. We. Need to. Set up strategy to deal with that. Otherwise. the tool itself is inefficient to our society
P11,Q5,12/04/2018 12:10,Doing what it's supposed to do. We're getting. More Visual. I mean. We are the problem of FaceBook.
P12,Q5,12/04/2018 12:10,In the same time. There's a good side of it which is. The last point the. Positive Side which is. Not. Conducting. Connected. To. Like. My situation to my back home. There is anything new mean changes so it's easier to. Be updated about anything in there. And. I think it's not too frequent because normally it's hard to follow up on. The news updates. With. The style of. Communication is easy.
P11,Q5,12/04/2018 12:10,You feel like home.
P12,Q5,12/04/2018 12:10,Exactly
P13,Q5,12/04/2018 12:10,Feel like it's really hard to be really hard and very peaceful. Yeah. Yeah.
P11,Q5,12/04/2018 12:10,You Personally change on phones now the social media phones. 
P14,Q5,12/04/2018 13:10,That. Makes it. Easier than before. Oh yeah yeah. I phones. Smartphones. In general.
P13,Q5,12/04/2018 12:13,Good change
P14,Q5,12/04/2018 12:13,Yeah. Like before. I used to go to the loft to. Talk with my family via Skype. Because. The laptop. When it. Gets to. Smartphones. We comes up with your family.
P11,Q5,12/04/2018 12:13,Make it Much easier. Makes more isolated
P11,Q5,12/04/2018 12:13,Everywhere you just think.
P14,Q5,12/04/2018 12:13,You can't sit by yourself.
P11,Q5,12/04/2018 12:13,You can. Always. Have to talk. To The phones.
P14,Q5,12/04/2018 12:13,Yeah. So. Far
P15,Q5,12/04/2018 12:13,I think everything in moderation. We just need to learn how to. Use technology properly. If you.
P11,Q5,12/04/2018 12:14,Like everything else.
P15,Q5,12/04/2018 12:14,Exactly
P11,Q5,12/04/2018 12:14,So. This is. It Has been the same for television video games. Look for other things too. Personally. I. Think. It's just. What you challenge. To me.
P15,Q5,12/04/2018 12:14,No matter what it's not going away you have to know. 
